species,name,age
Brachiosaurus,Blue,83
Stegosaurus,Pterry,94
Brachiosaurus,Cera,38
Pterodactyl,Pterry,55
Stegosaurus,Rex,71
Brachiosaurus,One-eye,58
Allosaurus,Cera,70
Triceratops,Longneck,16
Stegosaurus,Tiny,97
Brachiosaurus,Tiny,46
Tyrannosaurus,One-eye,28
Brachiosaurus,Tiny,77
Pterodactyl,Spiny,23
Spinosaurus,Pterry,87
Tyrannosaurus,Longneck,75
Pterodactyl,One-eye,98
Triceratops,Tank,90
Allosaurus,Spike,52
Ankylosaurus,Blue,39
Spinosaurus,Blue,28
Spinosaurus,Blue,62
Triceratops,Spiny,72
Tyrannosaurus,Longneck,88
Diplodocus,Spiny,56
Tyrannosaurus,Spike,67
Ankylosaurus,Spike,57
Tyrannosaurus,Longneck,22
Spinosaurus,Spike,92
Velociraptor,Tiny,77
Brachiosaurus,Longneck,20
Spinosaurus,Rex,53
Ankylosaurus,Blue,69
Stegosaurus,Rex,20
Velociraptor,Spiny,34
Diplodocus,One-eye,28
Spinosaurus,Spiny,3
Allosaurus,Spike,59
Tyrannosaurus,Cera,42
Tyrannosaurus,Tiny,20
Velociraptor,Blue,15
Brachiosaurus,One-eye,8
Velociraptor,Spike,13
Tyrannosaurus,One-eye,81
Ankylosaurus,Rex,63
Pterodactyl,Rex,79
Ankylosaurus,Longneck,23
Tyrannosaurus,Spike,21
Tyrannosaurus,Tank,17
Spinosaurus,Spike,10
Tyrannosaurus,One-eye,90
Ankylosaurus,Tank,54
Brachiosaurus,Cera,42
Spinosaurus,Cera,64
Pterodactyl,One-eye,10
Ankylosaurus,Rex,1
Stegosaurus,Cera,29
Diplodocus,Cera,79
Diplodocus,Spiny,75
Velociraptor,Longneck,42
Spinosaurus,One-eye,7
Tyrannosaurus,Longneck,74
Triceratops,Tank,99
Velociraptor,Tank,30
Velociraptor,One-eye,89
Stegosaurus,Spiny,56
Pterodactyl,Tank,94
Triceratops,Blue,67
Diplodocus,One-eye,53
Brachiosaurus,One-eye,4
Stegosaurus,Spiny,8
Ankylosaurus,Cera,67
Diplodocus,Longneck,84
Ankylosaurus,Blue,70
Ankylosaurus,Spiny,34
Diplodocus,Tank,37
Velociraptor,Tiny,26
Spinosaurus,Tiny,54
Stegosaurus,One-eye,65
Diplodocus,Tank,34
Brachiosaurus,Tank,74
Spinosaurus,Blue,91
Diplodocus,Tank,30
Spinosaurus,Blue,72
Tyrannosaurus,Tiny,65
Tyrannosaurus,Tiny,9
Stegosaurus,Rex,29
Allosaurus,One-eye,8
Triceratops,Longneck,7
Ankylosaurus,Tiny,9
Tyrannosaurus,Spike,51
Stegosaurus,Blue,94
Brachiosaurus,Tank,58
Brachiosaurus,Tank,56
Brachiosaurus,Spiny,41
Diplodocus,Spiny,99
Ankylosaurus,Tank,35
Velociraptor,One-eye,46
Triceratops,Longneck,15
Diplodocus,Blue,81
Spinosaurus,Tank,95
Diplodocus,Pterry,22
Brachiosaurus,Pterry,88
Ankylosaurus,Spike,58
Ankylosaurus,Pterry,24
Tyrannosaurus,Spike,24
Brachiosaurus,Tank,88
Spinosaurus,Spike,6
Diplodocus,Blue,95
Tyrannosaurus,Spiny,49
Allosaurus,Spiny,85
Allosaurus,Pterry,64
Triceratops,Spiny,86
Brachiosaurus,Spiny,82
Diplodocus,Blue,15
Pterodactyl,Pterry,4
Brachiosaurus,Cera,55
Tyrannosaurus,Pterry,53
Spinosaurus,One-eye,35
Brachiosaurus,Cera,99
Stegosaurus,Pterry,58
Diplodocus,One-eye,90
Velociraptor,One-eye,25
Tyrannosaurus,One-eye,28
Allosaurus,One-eye,19
Brachiosaurus,Tiny,29
Diplodocus,One-eye,79
Stegosaurus,Tiny,14
Spinosaurus,Tank,52
Brachiosaurus,Pterry,56
Diplodocus,Longneck,56
Allosaurus,Rex,66
Triceratops,Longneck,3
Tyrannosaurus,Spike,20
Tyrannosaurus,Spike,81
Ankylosaurus,Blue,77
Pterodactyl,Rex,94
Diplodocus,Pterry,84
Brachiosaurus,One-eye,68
Triceratops,Spiny,91
Velociraptor,Tank,25
Triceratops,Longneck,37
Triceratops,Longneck,84
Triceratops,Tank,25
Ankylosaurus,Tiny,14
Brachiosaurus,Blue,19
Allosaurus,Spiny,21
Tyrannosaurus,Blue,20
Brachiosaurus,Tiny,51
Pterodactyl,Cera,80
Allosaurus,Rex,42
Spinosaurus,Pterry,40
Stegosaurus,Pterry,61
Spinosaurus,Pterry,40
Triceratops,Tiny,71
Ankylosaurus,One-eye,78
Spinosaurus,Rex,49
Pterodactyl,Tank,9
Pterodactyl,Spike,63
Triceratops,Tank,43
Stegosaurus,Longneck,90
Ankylosaurus,Longneck,94
Spinosaurus,Spiny,53
Tyrannosaurus,Pterry,48
Triceratops,Cera,31
Spinosaurus,Spike,8
Ankylosaurus,Spiny,45
Allosaurus,Longneck,9
Diplodocus,Tank,37
Velociraptor,Cera,75
Pterodactyl,One-eye,51
Spinosaurus,Rex,45
Pterodactyl,Cera,53
Allosaurus,Cera,71
Stegosaurus,Longneck,32
Diplodocus,Spike,68
Diplodocus,Rex,10
Ankylosaurus,One-eye,94
Triceratops,Spike,20
Spinosaurus,Cera,26
Brachiosaurus,Spike,81
Spinosaurus,Rex,27
Diplodocus,Longneck,6
Pterodactyl,Tank,8
Tyrannosaurus,Blue,8
Pterodactyl,Pterry,18
Stegosaurus,Tank,15
Brachiosaurus,One-eye,9
Pterodactyl,One-eye,64
Tyrannosaurus,Spike,78
Spinosaurus,Spiny,0
Diplodocus,Spiny,0
Triceratops,Blue,30
Diplodocus,Pterry,56
Velociraptor,Longneck,30
Pterodactyl,Blue,71
Triceratops,Pterry,62
Allosaurus,One-eye,40
Pterodactyl,Pterry,47
Tyrannosaurus,Tiny,26
Ankylosaurus,Tank,80
Diplodocus,Cera,85
Pterodactyl,Tiny,35
Spinosaurus,Tank,16
Triceratops,Pterry,13
Brachiosaurus,Spike,97
Stegosaurus,Spike,92
Spinosaurus,Spiny,98
Brachiosaurus,Cera,2
Tyrannosaurus,Pterry,27
Stegosaurus,Spiny,44
Spinosaurus,Blue,59
Velociraptor,One-eye,57
Pterodactyl,Pterry,14
Triceratops,Spiny,56
Allosaurus,Spike,28
Triceratops,Tiny,21
Allosaurus,Tank,87
Spinosaurus,Cera,44
Velociraptor,Blue,71
Spinosaurus,Spike,31
Diplodocus,Longneck,53
Pterodactyl,Pterry,86
Velociraptor,Tank,76
Ankylosaurus,Tiny,98
Velociraptor,Tank,82
Tyrannosaurus,Cera,72
Allosaurus,Rex,62
Pterodactyl,Pterry,45
Pterodactyl,Tank,42
Brachiosaurus,Tiny,83
Spinosaurus,Rex,59
Diplodocus,Rex,72
Tyrannosaurus,Blue,45
Pterodactyl,Tiny,74
Spinosaurus,Rex,26
Diplodocus,Cera,17
Brachiosaurus,Tiny,41
Stegosaurus,One-eye,38
Velociraptor,Spike,64
Brachiosaurus,Blue,87
Velociraptor,Pterry,80
Triceratops,Tiny,89
Allosaurus,One-eye,16
Pterodactyl,Longneck,81
Tyrannosaurus,Blue,49
Ankylosaurus,Tiny,82
Pterodactyl,One-eye,39
Ankylosaurus,Tank,80
Pterodactyl,Rex,36
Spinosaurus,Blue,39
Spinosaurus,Spiny,25
Velociraptor,One-eye,76
Stegosaurus,Blue,88
Tyrannosaurus,Rex,66
Triceratops,Tank,38
Allosaurus,Spiny,64
Pterodactyl,Tiny,59
Velociraptor,Cera,54
Pterodactyl,Cera,51
Triceratops,Longneck,51
Ankylosaurus,Longneck,98
Stegosaurus,Pterry,47
Spinosaurus,Tank,61
Allosaurus,Spike,64
Brachiosaurus,Tiny,78
Diplodocus,Tank,42
Ankylosaurus,Spiny,22
Stegosaurus,Tiny,36
Ankylosaurus,Spiny,4
Triceratops,Cera,74
Stegosaurus,Blue,82
Brachiosaurus,Cera,97
Brachiosaurus,One-eye,62
Tyrannosaurus,Cera,31
Pterodactyl,Rex,69
Ankylosaurus,Pterry,21
Diplodocus,Spiny,80
Allosaurus,Tiny,61
Ankylosaurus,Blue,35
Allosaurus,One-eye,21
Ankylosaurus,Spike,31
Allosaurus,Spike,77
Ankylosaurus,Spike,35
Allosaurus,Blue,9
Tyrannosaurus,Rex,91
Triceratops,Tiny,97
Tyrannosaurus,Spiny,17
Allosaurus,Longneck,79
Brachiosaurus,Spiny,76
Velociraptor,Pterry,19
Spinosaurus,Tiny,9
Allosaurus,Spike,75
Allosaurus,Spike,40
Stegosaurus,Cera,75
Spinosaurus,Tiny,57
Pterodactyl,Spiny,20
Brachiosaurus,Spiny,6
Spinosaurus,Tiny,88
Allosaurus,Blue,57
Stegosaurus,Tiny,14
Triceratops,Pterry,87
Stegosaurus,Longneck,66
Tyrannosaurus,Tank,7
Diplodocus,Spike,27
Velociraptor,Tiny,61
Tyrannosaurus,Spiny,83
Allosaurus,Pterry,59
Velociraptor,Tiny,8
Diplodocus,Blue,14
Stegosaurus,Cera,26
Allosaurus,Longneck,52
Triceratops,Longneck,82
Ankylosaurus,Cera,84
Tyrannosaurus,Tank,87
Spinosaurus,One-eye,6
Velociraptor,Tiny,26
Stegosaurus,Pterry,34
Allosaurus,Tiny,93
Velociraptor,Pterry,11
Ankylosaurus,Rex,97
Stegosaurus,Blue,44
Diplodocus,Pterry,57
Spinosaurus,One-eye,53
Velociraptor,Spike,71
Velociraptor,Pterry,94
Ankylosaurus,Tank,74
Tyrannosaurus,Pterry,57
Brachiosaurus,Blue,17
Diplodocus,Cera,27
Ankylosaurus,Pterry,83
Diplodocus,Spike,1
Diplodocus,Cera,92
Triceratops,One-eye,78
Diplodocus,Spike,64
Ankylosaurus,Cera,13
Stegosaurus,Longneck,7
Allosaurus,Tank,10
Ankylosaurus,Longneck,22
Triceratops,Pterry,72
Spinosaurus,One-eye,93
Diplodocus,Longneck,91
Ankylosaurus,Tiny,7
Spinosaurus,Blue,64
Stegosaurus,Cera,10
Diplodocus,Spike,26
Allosaurus,Tank,67
Diplodocus,Spiny,39
Velociraptor,Cera,84
Diplodocus,Pterry,5
Pterodactyl,Rex,93
Velociraptor,Rex,91
Stegosaurus,Tank,71
Allosaurus,Tiny,18
Velociraptor,Tiny,50
Velociraptor,Tiny,38
Diplodocus,Pterry,48
Brachiosaurus,Longneck,31
Velociraptor,Longneck,44
Diplodocus,Longneck,58
Velociraptor,Rex,78
Brachiosaurus,Rex,64
Diplodocus,Spike,46
Allosaurus,Blue,6
Stegosaurus,Spike,18
Allosaurus,Spike,95
Triceratops,Longneck,61
Stegosaurus,Longneck,47
Ankylosaurus,Cera,47
Triceratops,Longneck,65
Ankylosaurus,Spike,18
Stegosaurus,Pterry,96
Stegosaurus,Longneck,20
Ankylosaurus,Pterry,2
Spinosaurus,Blue,0
Pterodactyl,One-eye,8
Ankylosaurus,Pterry,61
Brachiosaurus,Tank,16
Diplodocus,Rex,2
Tyrannosaurus,Tank,84
Pterodactyl,One-eye,93
Spinosaurus,Pterry,29
Pterodactyl,One-eye,17
Tyrannosaurus,Rex,10
Spinosaurus,Spike,55
Ankylosaurus,Longneck,1
Ankylosaurus,Spike,85
Diplodocus,Blue,87
Tyrannosaurus,Blue,21
Diplodocus,Tiny,89
Ankylosaurus,Tank,16
Pterodactyl,Tiny,71
Stegosaurus,Blue,3
Ankylosaurus,Blue,21
Tyrannosaurus,Blue,64
Diplodocus,Cera,56
Stegosaurus,Rex,32
Tyrannosaurus,Spiny,43
Pterodactyl,Spiny,44
Velociraptor,Spiny,15
Allosaurus,Spiny,74
Brachiosaurus,Spiny,54
Allosaurus,Spike,81
Stegosaurus,Blue,33
Triceratops,Spike,8
Brachiosaurus,One-eye,11
Tyrannosaurus,Spiny,41
Ankylosaurus,Rex,84
Brachiosaurus,Tiny,97
Ankylosaurus,Tiny,39
Pterodactyl,Pterry,58
Spinosaurus,Tank,14
Spinosaurus,Tiny,5
Brachiosaurus,Cera,27
Ankylosaurus,Cera,33
Diplodocus,Pterry,76
Tyrannosaurus,Longneck,31
Spinosaurus,Rex,96
Spinosaurus,Pterry,64
Pterodactyl,Spiny,76
Brachiosaurus,Tiny,4
Triceratops,Blue,5
Pterodactyl,Tank,53
Tyrannosaurus,Tiny,32
Spinosaurus,Longneck,52
Velociraptor,Tank,75
Ankylosaurus,Blue,60
Pterodactyl,Blue,28
Triceratops,One-eye,52
Triceratops,Longneck,64
Diplodocus,Blue,78
Allosaurus,Tank,51
Allosaurus,Spiny,97
Pterodactyl,Spike,0
Diplodocus,Pterry,69
Pterodactyl,Pterry,67
Pterodactyl,Blue,10
Ankylosaurus,Spiny,81
Tyrannosaurus,Longneck,7
Diplodocus,Spike,65
Spinosaurus,Tank,3
Ankylosaurus,One-eye,19
Tyrannosaurus,Spike,16
Spinosaurus,Pterry,37
Spinosaurus,Blue,88
Allosaurus,Pterry,9
Stegosaurus,Pterry,88
Triceratops,One-eye,42
Ankylosaurus,Spiny,33
Velociraptor,One-eye,59
Spinosaurus,Pterry,10
Brachiosaurus,Rex,68
Pterodactyl,Longneck,55
Allosaurus,Pterry,18
Velociraptor,Blue,7
Ankylosaurus,Spike,76
Spinosaurus,One-eye,76
Ankylosaurus,Cera,81
Triceratops,Tiny,8
Pterodactyl,Tank,7
Ankylosaurus,Spiny,35
Triceratops,Rex,83
Pterodactyl,Blue,4
Allosaurus,Pterry,55
Spinosaurus,Longneck,72
Allosaurus,Blue,51
Allosaurus,Cera,4
Tyrannosaurus,Pterry,86
Brachiosaurus,Tiny,73
Triceratops,Cera,92
Ankylosaurus,Spiny,10
Allosaurus,Blue,75
Spinosaurus,Longneck,97
Allosaurus,Longneck,42
Allosaurus,Blue,83
Spinosaurus,Cera,17
Stegosaurus,Blue,12
Diplodocus,Rex,4
Brachiosaurus,Pterry,7
Allosaurus,One-eye,68
Allosaurus,Longneck,79
Spinosaurus,Blue,33
Tyrannosaurus,Rex,66
Stegosaurus,Cera,43
Tyrannosaurus,Spiny,38
Ankylosaurus,Spike,94
Ankylosaurus,Tank,25
Pterodactyl,Spike,84
Tyrannosaurus,Tank,99
Spinosaurus,Longneck,13
Triceratops,Cera,7
Velociraptor,Spiny,96
Pterodactyl,Spike,6
Spinosaurus,Rex,93
Pterodactyl,One-eye,28
Stegosaurus,Pterry,26
Velociraptor,Tank,8
Allosaurus,Rex,5
Velociraptor,Tiny,4
Stegosaurus,Spike,2
Allosaurus,Blue,66
Spinosaurus,Longneck,65
Brachiosaurus,Longneck,16
Brachiosaurus,Spike,90
Spinosaurus,Rex,40
Tyrannosaurus,Pterry,91
Allosaurus,Longneck,13
Allosaurus,Rex,70
Brachiosaurus,Spike,92
Velociraptor,Pterry,14
Pterodactyl,One-eye,96
Tyrannosaurus,Spike,0
Allosaurus,Pterry,70
Velociraptor,Spiny,80
Spinosaurus,Tiny,81
Allosaurus,Pterry,26
Allosaurus,Tank,48
Stegosaurus,Cera,26
Spinosaurus,Tiny,41
Allosaurus,Longneck,85
Stegosaurus,Rex,26
Velociraptor,Tank,42
Tyrannosaurus,Spiny,10
Brachiosaurus,One-eye,43
Tyrannosaurus,Tank,70
Brachiosaurus,Tiny,98
Brachiosaurus,Longneck,15
Ankylosaurus,Spiny,19
Triceratops,Tiny,18
Ankylosaurus,Cera,6
Allosaurus,One-eye,50
Tyrannosaurus,Longneck,1
Spinosaurus,Longneck,30
Tyrannosaurus,Blue,53
Stegosaurus,Tank,85
Allosaurus,Rex,86
Spinosaurus,Pterry,67
Pterodactyl,One-eye,19
Brachiosaurus,Rex,14
Tyrannosaurus,One-eye,84
Tyrannosaurus,Blue,71
Allosaurus,One-eye,4
Allosaurus,Spike,91
Tyrannosaurus,Tiny,17
Triceratops,Spike,90
Pterodactyl,Spike,78
Brachiosaurus,Spike,45
Allosaurus,Pterry,20
Velociraptor,Longneck,38
Triceratops,Spiny,19
Ankylosaurus,Spiny,8
Tyrannosaurus,Cera,78
Triceratops,Spiny,99
Diplodocus,Tank,74
Triceratops,Rex,36
Stegosaurus,Spike,72
Spinosaurus,Tank,44
Allosaurus,Longneck,86
Pterodactyl,Rex,77
Pterodactyl,Spiny,23
Stegosaurus,Blue,49
Brachiosaurus,Rex,64
Stegosaurus,One-eye,20
Stegosaurus,Rex,12
Ankylosaurus,Cera,33
Tyrannosaurus,One-eye,16
Brachiosaurus,Cera,23
Allosaurus,Tank,72
Diplodocus,Tiny,3
Pterodactyl,Spike,66
Brachiosaurus,Cera,36
Allosaurus,Pterry,19
Stegosaurus,Cera,26
Ankylosaurus,Spike,17
Triceratops,One-eye,85
Pterodactyl,Spike,68
Brachiosaurus,Rex,64
Brachiosaurus,Cera,54
Diplodocus,Cera,88
Stegosaurus,Tiny,38
Ankylosaurus,Rex,11
Brachiosaurus,Blue,71
Tyrannosaurus,Tiny,34
Allosaurus,Cera,92
Stegosaurus,One-eye,10
Triceratops,Cera,44
Tyrannosaurus,Blue,99
Stegosaurus,Longneck,48
Brachiosaurus,Blue,10
Pterodactyl,Pterry,57
Triceratops,Rex,84
Stegosaurus,Spiny,26
Diplodocus,Cera,36
Spinosaurus,Longneck,95
Diplodocus,Tank,84
Pterodactyl,Rex,84
Spinosaurus,Cera,57
Triceratops,Spike,61
Allosaurus,Spiny,26
Spinosaurus,Blue,9
Pterodactyl,One-eye,23
Tyrannosaurus,Tank,13
Pterodactyl,One-eye,81
Brachiosaurus,Longneck,24
Triceratops,Longneck,34
Brachiosaurus,Blue,85
Brachiosaurus,One-eye,97
Velociraptor,Spiny,81
Brachiosaurus,Spiny,65
Spinosaurus,Spike,91
Allosaurus,Spike,60
Pterodactyl,Cera,8
Ankylosaurus,Pterry,10
Spinosaurus,Longneck,24
Ankylosaurus,Tiny,75
Brachiosaurus,Tank,59
Velociraptor,Tank,63
Pterodactyl,Longneck,58
Ankylosaurus,Longneck,5
Ankylosaurus,Spiny,93
Spinosaurus,Tiny,17
Ankylosaurus,Tiny,84
Spinosaurus,Tank,96
Pterodactyl,One-eye,53
Tyrannosaurus,Tank,87
Pterodactyl,Cera,24
Pterodactyl,Spike,41
Velociraptor,Spike,76
Allosaurus,Cera,60
Spinosaurus,Blue,93
Ankylosaurus,Spike,45
Spinosaurus,Spike,37
Spinosaurus,Blue,22
Diplodocus,Tank,50
Velociraptor,Pterry,74
Triceratops,Rex,86
Velociraptor,Tank,48
Triceratops,Tiny,28
Brachiosaurus,Cera,40
Pterodactyl,Tank,49
Triceratops,Spiny,27
Pterodactyl,Spike,12
Diplodocus,Tiny,45
Spinosaurus,Spiny,30
Tyrannosaurus,Blue,83
Allosaurus,Tiny,93
Brachiosaurus,One-eye,47
Allosaurus,Rex,78
Tyrannosaurus,Blue,51
Allosaurus,Cera,19
Diplodocus,Tank,38
Ankylosaurus,Cera,27
Brachiosaurus,Rex,76
Velociraptor,Tank,50
Spinosaurus,Blue,11
Triceratops,Blue,18
Spinosaurus,Spike,53
Diplodocus,Tank,39
Tyrannosaurus,Spike,11
Triceratops,Longneck,84
Velociraptor,One-eye,17
Stegosaurus,Pterry,8
Brachiosaurus,Blue,83
Ankylosaurus,Tiny,39
Spinosaurus,Spiny,17
Stegosaurus,Spiny,34
Pterodactyl,Rex,55
Pterodactyl,Spiny,8
Diplodocus,Pterry,53
Pterodactyl,Pterry,89
Pterodactyl,Spike,56
Spinosaurus,Tiny,18
Triceratops,Blue,20
Velociraptor,Tank,1
Allosaurus,Pterry,84
Velociraptor,Tank,74
Velociraptor,Blue,62
Stegosaurus,One-eye,19
Brachiosaurus,Rex,84
Pterodactyl,Blue,6
Diplodocus,Tank,63
Diplodocus,Tiny,42
Pterodactyl,Spike,13
Tyrannosaurus,Blue,7
Spinosaurus,Cera,63
Pterodactyl,Blue,29
Stegosaurus,Rex,36
Allosaurus,Pterry,46
Diplodocus,Rex,86
Velociraptor,Spiny,85
Diplodocus,Cera,72
Brachiosaurus,Blue,79
Spinosaurus,Spiny,39
Diplodocus,Pterry,69
Allosaurus,Tank,56
Ankylosaurus,Rex,21
Tyrannosaurus,Rex,16
Diplodocus,Spike,73
Brachiosaurus,Longneck,49
Velociraptor,Spiny,53
Triceratops,Spiny,57
Pterodactyl,Pterry,82
Spinosaurus,Spike,48
Spinosaurus,Rex,90
Pterodactyl,Rex,77
Ankylosaurus,Tank,41
Pterodactyl,One-eye,60
Tyrannosaurus,Tiny,23
Ankylosaurus,Longneck,51
Triceratops,Cera,90
Stegosaurus,Tank,36
Velociraptor,Blue,32
Diplodocus,Spiny,86
Pterodactyl,Rex,41
Allosaurus,Blue,34
Velociraptor,Longneck,83
Triceratops,One-eye,4
Stegosaurus,Spike,68
Spinosaurus,Spiny,44
Ankylosaurus,One-eye,39
Allosaurus,Pterry,86
Stegosaurus,Blue,0
Ankylosaurus,Spiny,72
Stegosaurus,Cera,99
Spinosaurus,Blue,9
Allosaurus,Longneck,45
Pterodactyl,Spike,36
Triceratops,Cera,60
Brachiosaurus,Spiny,81
Pterodactyl,Spiny,93
Spinosaurus,Blue,98
Brachiosaurus,Longneck,53
Velociraptor,Rex,51
Pterodactyl,One-eye,38
Ankylosaurus,Cera,23
Velociraptor,Longneck,73
Velociraptor,Blue,48
Triceratops,One-eye,56
Diplodocus,Tiny,98
Ankylosaurus,Rex,82
Tyrannosaurus,Spiny,83
Velociraptor,Spiny,14
Velociraptor,Tank,4
Brachiosaurus,Cera,15
Diplodocus,Spiny,41
Pterodactyl,Pterry,12
Tyrannosaurus,Cera,45
Ankylosaurus,Blue,49
Triceratops,Pterry,49
Velociraptor,Longneck,49
Spinosaurus,Blue,99
Allosaurus,Longneck,32
Velociraptor,Spiny,23
Diplodocus,Spiny,93
Diplodocus,Rex,90
Tyrannosaurus,Longneck,16
Spinosaurus,Cera,3
Diplodocus,Longneck,83
Diplodocus,Blue,38
Ankylosaurus,One-eye,96
Ankylosaurus,Spiny,43
Allosaurus,Pterry,84
Velociraptor,Tiny,13
Brachiosaurus,Cera,55
Triceratops,Spike,43
Velociraptor,Rex,70
Pterodactyl,Spiny,81
Diplodocus,Rex,75
Velociraptor,Tank,62
Allosaurus,Tiny,15
Tyrannosaurus,Tank,0
Pterodactyl,Tiny,57
Velociraptor,Pterry,84
Allosaurus,Cera,42
Pterodactyl,One-eye,5
Stegosaurus,Longneck,64
Diplodocus,Spiny,55
Velociraptor,Cera,50
Tyrannosaurus,Pterry,71
Velociraptor,Tiny,42
Pterodactyl,One-eye,87
Ankylosaurus,Longneck,94
Spinosaurus,Longneck,45
Tyrannosaurus,Blue,15
Triceratops,Tank,19
Triceratops,Spiny,72
Triceratops,Spiny,69
Ankylosaurus,Pterry,8
Pterodactyl,Tank,3
Pterodactyl,Tiny,77
Pterodactyl,Cera,56
Allosaurus,Spike,71
Spinosaurus,Tank,52
Allosaurus,Spike,87
Tyrannosaurus,Spike,33
Velociraptor,One-eye,18
Ankylosaurus,One-eye,33
Triceratops,Spiny,12
Spinosaurus,Tank,3
Velociraptor,Pterry,13
Velociraptor,Spike,21
Ankylosaurus,Cera,10
Triceratops,Spike,79
Pterodactyl,Longneck,68
Velociraptor,Cera,39
Stegosaurus,Tank,24
Velociraptor,Rex,73
Spinosaurus,Cera,61
Pterodactyl,Rex,28
Velociraptor,Spike,11
Brachiosaurus,One-eye,91
Pterodactyl,Tank,52
Allosaurus,Rex,26
Spinosaurus,Rex,98
Pterodactyl,Rex,37
Stegosaurus,Rex,66
Brachiosaurus,Longneck,37
Stegosaurus,One-eye,63
Brachiosaurus,Tank,95
Allosaurus,Longneck,66
Pterodactyl,Cera,42
Tyrannosaurus,Spiny,89
Pterodactyl,Cera,5
Velociraptor,Spiny,51
Allosaurus,Spike,68
Tyrannosaurus,Spiny,33
Diplodocus,Rex,65
Velociraptor,Spike,49
Pterodactyl,Tank,10
Velociraptor,Tank,93
Tyrannosaurus,Spiny,44
Diplodocus,Rex,29
Allosaurus,Tank,83
Ankylosaurus,Rex,87
Spinosaurus,Cera,39
Ankylosaurus,Pterry,13
Stegosaurus,Pterry,30
Velociraptor,Spiny,9
Ankylosaurus,Blue,7
Spinosaurus,Rex,70
Brachiosaurus,Blue,90
Pterodactyl,Pterry,43
Velociraptor,Spiny,81
Diplodocus,Pterry,78
Triceratops,Tank,63
Brachiosaurus,Spiny,23
Velociraptor,Tank,45
Tyrannosaurus,Longneck,55
Stegosaurus,Tank,5
Triceratops,Spike,75
Stegosaurus,Tank,43
Allosaurus,Pterry,78
Tyrannosaurus,Tank,4
Stegosaurus,Longneck,12
Velociraptor,Spiny,86
Stegosaurus,Blue,59
Allosaurus,Spiny,91
Tyrannosaurus,Pterry,63
Ankylosaurus,One-eye,0
Diplodocus,Cera,14
Stegosaurus,Blue,51
Velociraptor,Longneck,27
Spinosaurus,Tank,33
Pterodactyl,One-eye,57
Velociraptor,Blue,50
Velociraptor,Blue,8
Ankylosaurus,One-eye,11
Stegosaurus,One-eye,5
Diplodocus,Spike,51
Brachiosaurus,Cera,49
Pterodactyl,One-eye,32
Stegosaurus,One-eye,8
Pterodactyl,Longneck,57
Allosaurus,Spiny,32
Triceratops,Pterry,61
Tyrannosaurus,One-eye,76
Velociraptor,Spiny,94
Velociraptor,Spiny,33
Ankylosaurus,Tank,34
Diplodocus,Longneck,27
Velociraptor,Pterry,0
Triceratops,Tank,30
Brachiosaurus,Tank,1
Spinosaurus,Rex,46
Pterodactyl,Rex,77
Triceratops,Longneck,20
Velociraptor,Rex,5
Velociraptor,Tiny,7
Spinosaurus,Spike,17
Velociraptor,Spike,98
Brachiosaurus,Cera,16
Ankylosaurus,Blue,80
Velociraptor,Tank,55
Triceratops,Tiny,97
Ankylosaurus,Spike,32
Velociraptor,Spiny,94
Triceratops,Rex,3
Allosaurus,Tank,63
Triceratops,Rex,5
Stegosaurus,Rex,41
Ankylosaurus,Spike,88
Diplodocus,Tank,67
Diplodocus,Spiny,30
Spinosaurus,Tank,33
Ankylosaurus,Tiny,61
Pterodactyl,One-eye,41
Spinosaurus,Blue,59
Spinosaurus,Blue,80
Ankylosaurus,Pterry,46
Pterodactyl,Pterry,96
Triceratops,Rex,95
Spinosaurus,Spike,25
Triceratops,Rex,13
Diplodocus,Cera,51
Diplodocus,Pterry,92
Velociraptor,Spiny,97
Triceratops,Spike,96
Allosaurus,Spiny,23
Triceratops,Cera,29
Pterodactyl,Pterry,55
Spinosaurus,One-eye,9
Tyrannosaurus,Blue,11
Brachiosaurus,Spike,26
Triceratops,Blue,95
Diplodocus,Spiny,61
Brachiosaurus,One-eye,68
Brachiosaurus,One-eye,56
Allosaurus,Tiny,85
Triceratops,One-eye,48
Stegosaurus,Blue,13
Ankylosaurus,Blue,48
Velociraptor,Spiny,25
Tyrannosaurus,Spiny,72
Spinosaurus,Tank,52
Velociraptor,Cera,86
Ankylosaurus,Blue,24
Spinosaurus,Tiny,50
Diplodocus,Blue,16
Ankylosaurus,Cera,52
Velociraptor,Longneck,96
Ankylosaurus,Rex,52
Spinosaurus,Longneck,23
Diplodocus,Tiny,22
Allosaurus,One-eye,63
Triceratops,Spiny,87
Triceratops,Blue,72
Stegosaurus,Tank,89
Velociraptor,Blue,91
Diplodocus,Tank,66
Diplodocus,Blue,48
Tyrannosaurus,Longneck,74
Tyrannosaurus,Tank,57
Pterodactyl,Cera,46
Stegosaurus,Spiny,20
Stegosaurus,One-eye,76
Ankylosaurus,Tiny,97
Brachiosaurus,Spiny,32
Velociraptor,Blue,64
Triceratops,Tank,14
Ankylosaurus,Spike,16
Tyrannosaurus,Pterry,49
Spinosaurus,One-eye,53
Pterodactyl,Cera,44
Pterodactyl,Spike,2
Tyrannosaurus,Blue,66
Allosaurus,One-eye,50
Triceratops,Pterry,66
Tyrannosaurus,Spiny,32
Triceratops,One-eye,52
Tyrannosaurus,Spike,33
Velociraptor,Tiny,8
Diplodocus,Tiny,95
